algorithm,file_name,time_taken,rate
SHA3-224,30mb_text_data_faker.txt,0.12471818923950195,240.5422992663055
SHA3-256,30mb_text_data_faker.txt,0.13234686851501465,226.67706713889135
SHA3-384,30mb_text_data_faker.txt,0.16933059692382812,177.16821735114556
SHA3-512,30mb_text_data_faker.txt,0.24523138999938965,122.3334418977712
SHAKE128,30mb_text_data_faker.txt,0.10658645629882812,281.46165133674526
SHAKE256,30mb_text_data_faker.txt,0.13023781776428223,230.34783993614727
SHA-1,20mb_text_data_faker.txt,0.06232166290283203,320.91569878651546
SHA-224,20mb_text_data_faker.txt,0.12662792205810547,157.94304822298707
SHA-256,20mb_text_data_faker.txt,0.1241459846496582,161.10065948923193
SHA-384,20mb_text_data_faker.txt,0.09026432037353516,221.57149045420448
SHA-512,20mb_text_data_faker.txt,0.08889627456665039,224.9813065563834
MD5,20mb_text_data_faker.txt,0.04646658897399902,430.41678852715563
HMAC,20mb_text_data_faker.txt,0.12421345710754395,161.01314998973106
SHA3-224,20mb_text_data_faker.txt,0.08426356315612793,237.35051368457985
SHA3-256,20mb_text_data_faker.txt,0.0892632007598877,224.05649617918948
SHA3-384,20mb_text_data_faker.txt,0.11663579940795898,171.47393940385032
SHA3-512,20mb_text_data_faker.txt,0.16260743141174316,122.9956086653715
SHAKE128,20mb_text_data_faker.txt,0.07376718521118164,271.123263585885
SHAKE256,20mb_text_data_faker.txt,0.08842039108276367,226.19216851551252
